soil_color,soil_ph,soil_n,soil_p,temp,rainfall,forecast_temp,forecast_rainfall,crop_type,plant_health,optimal_fertilizer_amount
reddish,6.73,12.43,35.55,34.07,270.68,30.96,86.46,rice,yellowing,110.81
reddish,5.51,36.3,22.7,34.38,270.61,26.88,175.84,corn,healthy,150.05
dark brown,6.19,44.37,22.67,26.35,96.95,26.46,36.42,wheat,yellowing,99.91
reddish,6.94,11.3,22.33,34.16,271.91,29.8,49.06,wheat,yellowing,127.65
reddish,6.28,42.41,37.46,29.86,122.98,25.22,38.06,corn,healthy,116.16
dark brown,6.22,18.5,13.74,26.63,268.5,33.56,127.69,corn,wilting,151.96
reddish,6.83,14.07,47.3,26.5,21.08,33.63,285.08,rice,wilting,106.9
reddish,6.27,11.57,19.78,28.56,128.25,26.84,129.15,corn,yellowing,138.54
light brown,5.51,36.07,45.72,28.66,110.26,32.71,10.95,corn,wilting,127.71
dark brown,6.48,44.23,10.84,34.97,12.89,27.24,226.52,rice,wilting,103.17
light brown,6.67,24.35,15.14,28.56,196.49,25.7,119.35,wheat,yellowing,123.28
dark brown,6.55,33.7,48.04,32.86,129.54,25.48,222.56,wheat,yellowing,108.74
light brown,6.47,47.6,48.63,30.1,59.37,25.67,207.37,rice,healthy,91.45
dark brown,7.3,36.77,33.3,29.22,79.8,32.05,271.09,corn,wilting,131.36
dark brown,7.01,17.95,38.03,33.7,45.46,29.81,273.05,rice,wilting,116.66
light brown,6.43,40.07,49.06,30.23,258.36,32.56,179.95,rice,wilting,94.73
reddish,6.92,46.62,24.54,32.17,174.78,33.48,52.29,corn,yellowing,131.2
reddish,6.37,46.97,30.84,27.35,222.97,32.54,11.01,rice,healthy,96.54
reddish,6.29,26.29,25.43,30.17,237.7,26.2,158.73,wheat,healthy,119.22
light brown,6.43,44.18,20.8,32.46,199.53,30.8,141.91,rice,yellowing,100.5
dark brown,6.28,10.71,26.11,28.9,207.35,25.04,134.79,corn,healthy,152.17
light brown,6.41,49.55,35.8,30.36,260.91,27.2,296.69,rice,wilting,94.04
light brown,6.36,49.39,34.21,29.89,0.18,28.46,162.47,rice,yellowing,94.54
reddish,6.32,39.24,41.11,31.98,91.78,34.66,195.22,corn,healthy,129.66
dark brown,7.4,36.29,23.65,28.73,122.02,27.17,244.68,wheat,healthy,112.28
reddish,6.19,47.59,45.72,28.61,87.01,33.84,271.41,wheat,healthy,92.24
light brown,6.48,12.29,17.42,31.47,204.55,25.74,226.43,rice,wilting,115.77
light brown,7.36,16.28,21.13,33.55,139.74,32.54,79.61,corn,healthy,162.62
dark brown,7.36,12.55,22.28,34.84,29.25,25.44,45.9,wheat,yellowing,137.04
reddish,6.25,16.39,19.76,31.58,184.14,33.57,11.8,wheat,healthy,125.88
light brown,6.85,32.77,19.32,30.5,188.37,25.9,242.04,corn,wilting,141.39
dark brown,7.13,17.63,30.02,27.36,56.64,32.17,247.11,rice,wilting,107.06
light brown,7.47,21.3,14.55,27.26,87.41,28.84,50.32,rice,wilting,109.34
dark brown,7.22,33.94,23.67,32.15,236.04,28.69,255.66,wheat,wilting,125.93
light brown,6.5,43.88,21.41,32.71,287.36,25.19,76.4,wheat,healthy,111.64
reddish,7.34,35.09,39.05,34.45,193.66,28.81,109.35,rice,wilting,108.67
dark brown,7.09,22.19,42.33,29.36,224.38,34.34,228.07,wheat,yellowing,126.21
reddish,6.11,39.48,29.21,25.06,172.23,26.38,78.58,corn,healthy,133.79
light brown,6.75,44.23,33.51,27.36,171.79,32.3,196.17,wheat,healthy,107.83
reddish,6.97,12.44,14.02,31.53,64.39,30.65,279.6,corn,healthy,155.49
light brown,7.45,30.31,15.39,33.66,143.19,28.6,3.12,corn,wilting,156.27
light brown,6.35,21.18,41.28,26.15,234.43,33.14,166.04,corn,healthy,140.43
reddish,6.77,48.66,43.23,26.58,74.4,26.51,88.03,corn,wilting,110.92
reddish,7.02,48.06,21.31,29.2,110.38,29.77,224.08,rice,wilting,96.86
dark brown,6.07,44.8,38.93,34.76,81.33,32.73,135.02,rice,healthy,95.33
light brown,6.12,48.24,25.98,30.35,193.03,27.56,151.13,corn,healthy,129.7
reddish,6.03,13.64,18.0,25.17,28.19,32.51,239.02,rice,yellowing,115.0
reddish,7.42,12.47,27.27,29.5,221.48,27.51,237.72,wheat,wilting,135.58
light brown,5.73,34.42,12.08,29.07,209.4,32.72,116.56,rice,wilting,116.25
reddish,5.73,32.67,36.9,32.32,233.3,29.0,277.36,rice,yellowing,110.34
dark brown,6.87,38.87,19.15,25.55,59.61,25.22,215.14,corn,yellowing,124.01
dark brown,7.25,43.81,31.02,26.96,96.5,26.6,151.25,wheat,wilting,106.91
light brown,6.35,35.75,31.01,32.91,25.16,33.05,42.1,wheat,yellowing,112.82
